#node,groups,status,statustime,appstatus,appstatustime,primarysn,comments,disable
"node357","ibm,farm,all","booting","07-01-2010 11:11:19",,,,,
"node358","ibm,farm,all","booting","07-01-2010 11:11:26",,,,,
"node359","ibm,farm,all","booting","07-01-2010 11:10:55",,,,,
"node360","ibm,farm,all","booting","07-01-2010 11:10:57",,,,,
"node361","ibm,farm,all","booting","07-01-2010 11:10:52",,,,,
"node362","ibm,farm,all","installing","07-01-2010 11:03:41",,,,,
"node363","ibm,farm,all","booting","07-01-2010 11:11:14",,,,,
"node364","ibm,farm,all","booting","07-01-2010 11:10:45",,,,,
"node365","ibm,farm,all","booting","07-01-2010 11:11:21",,,,,
"node366","ibm,farm,all","booting","07-01-2010 11:11:10",,,,,
"node367","ibm,farm,all","booting","07-01-2010 11:10:59",,,,,
"node368","ibm,farm,all","booting","07-01-2010 11:11:40",,,,,
"medpopdev02","ibm,farm,all","booting","07-28-2010 16:35:12",,,,,
"astatine","dell,farm,all","booting","07-09-2010 16:37:44",,,,,
"ytterbium","dell,farm,all","booting","07-12-2010 11:57:40",,,,,
"yttrium","farm,all","booting","07-13-2010 21:25:02",,,,,
"gapprod01","dell,farm,all","booting","07-15-2010 08:08:33",,,,,
"node1448","dell,farm,all","booting","07-16-2010 14:56:07",,,,,
"node1449","dell,farm,all","booting","07-16-2010 14:55:57",,,,,
"node1450","dell,farm,all","booting","07-16-2010 14:56:00",,,,,
"node1451","dell,farm,all","booting","07-16-2010 14:56:33",,,,,
"node1452","dell,farm,all","booting","07-16-2010 14:56:09",,,,,
"node1453","dell,farm,all","booting","07-16-2010 14:55:06",,,,,
"node1454","dell,farm,all","booting","07-16-2010 14:55:51",,,,,
"node1455","dell,farm,all","booting","07-16-2010 14:55:31",,,,,
"node1456","dell,farm,all","booting","07-16-2010 14:56:22",,,,,
"node1457","dell,farm,all","booting","07-16-2010 14:55:35",,,,,
"vitalstatistix","hp,farm,all","booting","07-19-2010 14:37:44",,,,,
"salt","farm,all","booting","07-30-2010 14:55:20",,,,,
"americium","dell,farm,all","booting","07-27-2010 15:12:47",,,,,
"node1512","dell,farm,all","booting","08-16-2010 10:37:49",,,,,
"node1513","dell,farm,all","booting","08-16-2010 10:37:50",,,,,
"node1514","dell,farm,all","booting","08-16-2010 10:37:51",,,,,
"node1515","dell,farm,all","booting","08-16-2010 10:37:53",,,,,
"node1516","dell,farm,all","booting","08-16-2010 10:37:54",,,,,
"node1517","dell,farm,all","booting","08-16-2010 10:37:55",,,,,
"node1518","dell,farm,all","booting","08-16-2010 10:37:56",,,,,
"node1519","dell,farm,all","booting","08-16-2010 10:37:57",,,,,
"node1520","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1521","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1522","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1523","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1524","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1525","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1526","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1527","dell,farm,all","booting","08-16-2010 10:46:13",,,,,
"node1496","dell,farm,all","booting","07-28-2010 13:18:02",,,,,
"node1497","dell,farm,all","booting","07-28-2010 13:18:03",,,,,
"node1498","dell,farm,all","booting","07-28-2010 14:24:18",,,,,
"node1499","dell,farm,all","booting","07-28-2010 14:25:11",,,,,
"node1500","dell,farm,all","booting","07-28-2010 13:18:19",,,,,
"node1501","dell,farm,all","booting","07-28-2010 13:17:48",,,,,
"node1502","dell,farm,all","booting","07-28-2010 14:25:26",,,,,
"node1503","dell,farm,all","booting","07-28-2010 14:24:50",,,,,
"node1504","dell,farm,all","booting","07-28-2010 14:25:02",,,,,
"node1505","dell,farm,all","booting","07-28-2010 13:18:52",,,,,
"node1506","dell,farm,all","booting","07-28-2010 13:18:13",,,,,
"node1507","dell,farm,all","booting","07-28-2010 13:17:51",,,,,
"node1508","dell,farm,all","booting","07-28-2010 13:18:00",,,,,
"node1509","dell,farm,all","booting","07-28-2010 13:18:08",,,,,
"node1510","dell,farm,all","booting","07-28-2010 13:19:31",,,,,
"node1511","dell,farm,all","booting","07-28-2010 13:19:03",,,,,
"getafix","dell,farm,all","booting","07-27-2010 15:05:07",,,,,
"node1064","dell,farm,all",,,,,,,
"gapprod03","farm,all","booting","08-04-2010 17:06:42",,,,,
"node1048","dell,farm,all","booting","08-04-2010 14:18:18",,,,,
"node1049","dell,farm,all","booting","08-04-2010 14:18:11",,,,,
"node1050","dell,farm,all","booting","08-04-2010 14:18:17",,,,,
"node1051","dell,farm,all","booting","08-04-2010 14:17:55",,,,,
"node1052","dell,farm,all",,,,,,,
"node1053","dell,farm,all","booting","08-04-2010 14:18:21",,,,,
"node1054","dell,farm,all","booting","08-04-2010 14:17:53",,,,,
"node1055","dell,farm,all","booting","08-04-2010 14:17:47",,,,,
"node1056","dell,farm,all","booting","08-04-2010 14:18:20",,,,,
"node1057","dell,farm,all","booting","08-04-2010 14:18:06",,,,,
"node1058","dell,farm,all","booting","08-04-2010 14:17:40",,,,,
"node1059","dell,farm,all","booting","08-04-2010 14:17:59",,,,,
"node1060","dell,farm,all","booting","08-04-2010 14:18:39",,,,,
"node1061","dell,farm,all","booting","08-04-2010 14:18:23",,,,,
"node1062","dell,farm,all","booting","08-04-2010 14:18:34",,,,,
"node1063","dell,farm,all","booting","08-04-2010 14:18:04",,,,,
"tantalum","dell,db,all","booting","08-23-2010 12:37:51",,,,,
"lutetium","dell,db,all",,,,,,,
"node285","ibm,farm,all","booting","08-09-2010 14:27:06",,,,,
"node286","ibm,farm,all","booting","08-09-2010 15:24:03",,,,,
"node287","ibm,farm,all","booting","08-09-2010 14:26:57",,,,,
"node288","ibm,farm,all","booting","08-09-2010 14:27:19",,,,,
"node289","ibm,farm,all","booting","08-09-2010 14:27:32",,,,,
"node290","ibm,farm,all","booting","08-09-2010 14:27:09",,,,,
"node291","ibm,farm,all","booting","08-09-2010 14:26:39",,,,,
"node292","ibm,farm,all","booting","08-09-2010 14:27:17",,,,,
"node293","ibm,farm,all","booting","08-09-2010 14:26:54",,,,,
"node294","ibm,farm,all","booting","08-09-2010 14:27:12",,,,,
"node295","ibm,farm,all","booting","08-09-2010 14:27:24",,,,,
"node296","ibm,farm,all","booting","08-09-2010 14:26:40",,,,,
"node297","ibm,farm,all","booting","08-09-2010 14:27:02",,,,,
"node298","ibm,farm,all","booting","08-09-2010 14:26:50",,,,,
"node299","ibm,farm,all","booting","08-09-2010 14:30:23",,,,,
"node300","ibm,farm,all","booting","08-09-2010 14:29:51",,,,,
"node301","ibm,farm,all","booting","08-09-2010 14:30:15",,,,,
"node302","ibm,farm,all","booting","08-09-2010 14:30:01",,,,,
"node303","ibm,farm,all","booting","08-09-2010 14:30:28",,,,,
"node304","ibm,farm,all","booting","08-09-2010 14:30:13",,,,,
"node305","ibm,farm,all","booting","08-09-2010 14:30:03",,,,,
"node306","ibm,farm,all","booting","08-09-2010 14:30:37",,,,,
"node307","ibm,farm,all","booting","08-09-2010 14:30:05",,,,,
"node308","ibm,farm,all","booting","08-09-2010 14:30:18",,,,,
"node309","ibm,farm,all","booting","08-09-2010 14:30:07",,,,,
"node310","ibm,farm,all","booting","08-09-2010 14:29:56",,,,,
"node311","ibm,farm,all","booting","08-09-2010 14:30:27",,,,,
"node312","ibm,farm,all","booting","08-09-2010 14:30:31",,,,,
"node411","ibm,farm,all","booting","08-10-2010 16:26:03",,,,,
"node412","ibm,farm,all","booting","08-10-2010 16:25:52",,,,,
"node413","ibm,farm,all","booting","08-10-2010 16:26:06",,,,,
"node414","ibm,farm,all","booting","08-10-2010 16:26:18",,,,,
"node415","ibm,farm,all","booting","08-10-2010 16:26:02",,,,,
"node416","ibm,farm,all","booting","08-10-2010 16:26:08",,,,,
"node417","ibm,farm,all","booting","08-10-2010 16:26:05",,,,,
"node418","ibm,farm,all","booting","08-10-2010 16:26:20",,,,,
"node419","ibm,farm,all","booting","08-10-2010 16:26:34",,,,,
"node420","ibm,farm,all","booting","08-10-2010 16:25:54",,,,,
"node421","ibm,farm,all","booting","08-10-2010 16:26:11",,,,,
"node422","ibm,farm,all","booting","08-10-2010 16:26:31",,,,,
"node423","ibm,farm,all","booting","08-10-2010 16:26:37",,,,,
"node424","ibm,farm,all","booting","08-10-2010 16:25:34",,,,,
"node1528","dell,farm,all","booting","08-11-2010 17:25:45",,,,,
"node1529","dell,farm,all","booting","08-11-2010 17:25:48",,,,,
"node1530","dell,farm,all","booting","08-11-2010 17:26:22",,,,,
"node1531","dell,farm,all","booting","08-11-2010 17:25:53",,,,,
"node1532","dell,farm,all","booting","08-11-2010 17:26:18",,,,,
"node1533","dell,farm,all","booting","08-11-2010 17:26:07",,,,,
"node1534","dell,farm,all","booting","08-11-2010 17:25:57",,,,,
"node1535","dell,farm,all","booting","08-11-2010 17:26:03",,,,,
"node1536","dell,farm,all","booting","08-11-2010 17:25:21",,,,,
"node1537","dell,farm,all","booting","08-11-2010 17:26:13",,,,,
"node1538","dell,farm,all","booting","08-11-2010 17:25:59",,,,,
"node1539","dell,farm,all","booting","08-11-2010 17:26:24",,,,,
"node1540","dell,farm,all","booting","08-11-2010 17:26:25",,,,,
"node1541","dell,farm,all","booting","08-11-2010 17:25:54",,,,,
"node1542","dell,farm,all","booting","08-11-2010 17:26:20",,,,,
"node1543","dell,db,all","booting","08-12-2010 12:37:32",,,,,
"node1340","dell,farm,all","booting","08-13-2010 14:32:07",,,,,
"node1346","dell,farm,all","booting","08-13-2010 14:31:57",,,,,
"node1347","dell,farm,all","booting","08-13-2010 14:31:22",,,,,
"node1348","dell,farm,all","booting","08-13-2010 14:31:25",,,,,
"node1350","dell,farm,all","booting","08-13-2010 14:31:20",,,,,
"node1351","dell,farm,all","booting","08-13-2010 14:31:28",,,,,
"node1544","dell,farm,all","booting","08-18-2010 16:00:13",,,,,
"node1545","dell,farm,all","booting","08-18-2010 16:57:56",,,,,
"node1546","dell,farm,all","booting","08-18-2010 16:57:43",,,,,
"node1547","dell,farm,all","booting","08-19-2010 16:17:54",,,,,
"node1548","dell,farm,all","booting","08-18-2010 16:58:06",,,,,
"node1549","dell,farm,all","booting","08-18-2010 16:57:50",,,,,
"node1550","dell,farm,all","booting","08-18-2010 16:58:48",,,,,
"node1551","dell,farm,all","booting","08-18-2010 16:58:30",,,,,
"node1552","dell,farm,all","booting","08-18-2010 16:59:37",,,,,
"node1553","dell,farm,all","booting","08-18-2010 17:00:20",,,,,
"node1554","dell,farm,all","booting","08-18-2010 17:00:04",,,,,
"node1555","dell,farm,all","booting","08-18-2010 16:59:52",,,,,
"node1556","dell,farm,all","booting","08-18-2010 16:59:54",,,,,
"node1557","dell,farm,all","booting","08-19-2010 16:19:07",,,,,
"node1558","dell,farm,all","booting","08-19-2010 16:19:31",,,,,
"node1559","dell,farm,all","booting","08-18-2010 17:01:48",,,,,
"node383","ibm,farm,all","booting","08-18-2010 14:55:45",,,,,
"node384","ibm,farm,all","booting","08-18-2010 14:55:56",,,,,
"node386","ibm,farm,all","booting","08-18-2010 14:55:54",,,,,
"node387","ibm,farm,all","booting","08-18-2010 14:55:27",,,,,
"node388","ibm,farm,all","booting","08-18-2010 14:56:16",,,,,
"node389","ibm,farm,all","booting","08-18-2010 14:55:47",,,,,
"node390","ibm,farm,all","booting","08-18-2010 14:56:09",,,,,
"node391","ibm,farm,all","booting","08-18-2010 14:57:39",,,,,
"node392","ibm,farm,all","booting","08-18-2010 14:55:33",,,,,
"node393","ibm,farm,all","booting","08-18-2010 14:55:37",,,,,
"node394","ibm,farm,all","booting","08-18-2010 14:56:11",,,,,
"node395","ibm,farm,all","booting","08-18-2010 14:56:28",,,,,
"node396","ibm,farm,all","booting","08-18-2010 14:55:58",,,,,
"node1480","dell,farm,all","booting","08-19-2010 12:57:53",,,,,
"node1481","dell,farm,all","booting","08-19-2010 13:06:33",,,,,
"node1482","dell,farm,all","booting","08-19-2010 13:08:19",,,,,
"node1483","dell,farm,all","booting","08-19-2010 13:08:47",,,,,
"node1484","dell,farm,all","booting","08-19-2010 13:08:53",,,,,
"node1485","dell,farm,all","booting","08-19-2010 13:09:01",,,,,
"node1486","dell,farm,all","booting","08-19-2010 13:08:38",,,,,
"node1487","dell,farm,all","booting","08-19-2010 13:09:22",,,,,
"node1488","dell,farm,all","booting","08-19-2010 13:08:51",,,,,
"node1489","dell,farm,all","booting","08-19-2010 13:09:24",,,,,
"node1490","dell,farm,all","booting","08-19-2010 13:09:49",,,,,
"node1491","dell,farm,all","booting","08-19-2010 13:09:27",,,,,
"node1492","dell,farm,all","booting","08-19-2010 13:09:46",,,,,
"node1493","dell,farm,all","booting","08-19-2010 13:09:54",,,,,
"node1494","dell,farm,all","booting","08-19-2010 13:09:52",,,,,
"node1495","dell,farm,all","booting","08-19-2010 13:09:29",,,,,
"node1464","dell,farm,all","booting","08-19-2010 13:48:24",,,,,
"node1465","dell,farm,all","booting","08-19-2010 13:48:39",,,,,
"node1466","dell,farm,all","booting","08-19-2010 13:48:49",,,,,
"node1467","dell,farm,all","booting","08-19-2010 13:49:14",,,,,
"node1468","dell,farm,all","booting","08-19-2010 13:48:57",,,,,
"node1469","dell,farm,all","booting","08-19-2010 13:48:31",,,,,
"node1470","dell,farm,all","booting","08-19-2010 13:49:03",,,,,
"node1471","dell,farm,all","booting","08-19-2010 13:49:18",,,,,
"node1472","dell,farm,all","booting","08-19-2010 13:49:05",,,,,
"node1473","dell,farm,all","booting","08-19-2010 13:49:20",,,,,
"node1474","dell,farm,all","booting","08-19-2010 13:49:36",,,,,
"node1475","dell,farm,all","booting","08-19-2010 13:48:47",,,,,
"node1476","dell,farm,all","booting","08-19-2010 13:49:34",,,,,
"node1477","dell,farm,all","booting","08-19-2010 13:49:12",,,,,
"node1478","dell,farm,all","booting","08-19-2010 13:48:58",,,,,
"node1479","dell,farm,all","booting","08-19-2010 13:48:42",,,,,
"node1160","dell,farm,all","booting","08-25-2010 14:01:55",,,,,
"node1161","dell,farm,all","booting","08-25-2010 14:02:17",,,,,
"node1162","dell,farm,all","booting","08-25-2010 14:02:01",,,,,
"node1163","dell,farm,all","booting","08-25-2010 14:01:42",,,,,
"node1164","dell,farm,all","booting","08-25-2010 14:01:44",,,,,
"node1165","dell,farm,all","booting","08-25-2010 14:02:09",,,,,
"node1166","dell,farm,all","booting","08-25-2010 14:01:51",,,,,
"node1167","dell,farm,all","booting","08-25-2010 14:02:05",,,,,
"node1168","dell,farm,all","booting","08-25-2010 14:01:59",,,,,
"node1169","dell,farm,all","booting","08-25-2010 14:01:57",,,,,
"node1170","dell,farm,all","booting","08-25-2010 14:02:10",,,,,
"node1171","dell,farm,all","booting","08-25-2010 14:01:41",,,,,
"node1172","dell,farm,all","booting","08-25-2010 14:02:25",,,,,
"node1173","dell,farm,all","booting","08-25-2010 14:02:15",,,,,
"node1174","dell,farm,all","booting","08-25-2010 14:01:49",,,,,
"node1175","dell,farm,all","booting","08-25-2010 14:02:22",,,,,
"node1176","dell,farm,all","booting","08-26-2010 16:04:53",,,,,
"node1177","dell,farm,all","booting","08-25-2010 17:29:56",,,,,
"node1178","dell,farm,all","booting","08-25-2010 17:29:44",,,,,
"node1179","dell,farm,all","booting","08-25-2010 17:29:16",,,,,
"node1180","dell,farm,all","booting","08-26-2010 16:04:07",,,,,
"node1181","dell,farm,all","booting","08-25-2010 17:29:48",,,,,
"node1182","dell,farm,all","booting","08-25-2010 17:29:24",,,,,
"node1183","dell,farm,all","booting","08-25-2010 17:29:14",,,,,
"node1184","dell,farm,all","booting","08-25-2010 17:29:05",,,,,
"node1185","dell,farm,all","booting","08-25-2010 17:28:51",,,,,
"node1186","dell,farm,all","booting","08-25-2010 17:29:49",,,,,
"node1187","dell,farm,all","booting","08-25-2010 17:28:49",,,,,
"node1188","dell,farm,all","booting","08-25-2010 17:29:22",,,,,
"node1189","dell,farm,all","booting","08-25-2010 17:28:56",,,,,
"node1190","dell,farm,all","booting","08-25-2010 17:29:46",,,,,
"node1191","dell,farm,all","booting","08-25-2010 17:29:28",,,,,
"node1192","dell,farm,all","booting","08-25-2010 17:30:18",,,,,
"node1193","dell,farm,all","booting","08-25-2010 17:30:17",,,,,
"node1194","dell,farm,all","booting","08-25-2010 17:29:38",,,,,
"node1195","dell,farm,all","booting","08-25-2010 17:30:14",,,,,
"node1196","dell,farm,all","booting","08-25-2010 17:30:29",,,,,
"node1197","dell,farm,all","booting","08-25-2010 17:30:47",,,,,
"node1198","dell,farm,all","booting","08-25-2010 17:30:26",,,,,
"node1199","dell,farm,all","booting","08-25-2010 17:30:39",,,,,
"node1200","dell,farm,all","booting","08-25-2010 17:30:12",,,,,
"bock","dell,farm,all","booting","08-25-2010 16:34:12",,,,,
"node1201","dell,farm,all","booting","08-25-2010 17:30:10",,,,,
"node1202","dell,farm,all","booting","08-25-2010 17:29:35",,,,,
"node1203","dell,farm,all","booting","08-25-2010 17:30:41",,,,,
"node1204","dell,farm,all","booting","08-25-2010 17:29:53",,,,,
"node1205","dell,farm,all","booting","08-25-2010 17:30:43",,,,,
"node1206","dell,farm,all","booting","08-25-2010 17:30:37",,,,,
"node1207","dell,farm,all","booting","08-25-2010 17:29:51",,,,,
"pilsner","dell,farm,all","booting","08-26-2010 14:16:48",,,,,
"stout","dell,farm,all",,,,,,,
"mead","dell,farm,all",,,,,,,
"terbium","dell,db,all","booting","08-31-2010 16:45:03",,,,,
"node1240","dell,farm,all","booting","09-01-2010 11:06:13",,,,,
"node1241","dell,farm,all","booting","09-01-2010 12:54:22",,,,,
"node1242","dell,farm,all","booting","09-01-2010 12:55:29",,,,,
"node1243","dell,farm,all","booting","09-01-2010 12:55:01",,,,,
"node1244","dell,farm,all","booting","09-01-2010 12:54:29",,,,,
"node1245","dell,farm,all","booting","09-01-2010 12:55:03",,,,,
"node1256","dell,farm,all","booting","09-01-2010 15:49:55",,,,,
"node1246","dell,farm,all","booting","09-01-2010 12:55:12",,,,,
"node1257","dell,farm,all","booting","09-01-2010 15:49:38",,,,,
"node1247","dell,farm,all","booting","09-01-2010 12:55:14",,,,,
"node1258","dell,farm,all","booting","09-01-2010 15:49:28",,,,,
"node1248","dell,farm,all","booting","09-01-2010 12:55:08",,,,,
"node1259","dell,farm,all","booting","09-01-2010 15:49:13",,,,,
"node1249","dell,farm,all","booting","09-01-2010 12:54:55",,,,,
"node1260","dell,farm,all","booting","09-01-2010 15:49:50",,,,,
"node1250","dell,farm,all","booting","09-01-2010 12:54:57",,,,,
"node1261","dell,farm,all","booting","09-01-2010 15:49:21",,,,,
"node1251","dell,farm,all",,,,,,,
"node1262","dell,farm,all","booting","09-01-2010 15:49:52",,,,,
"node1252","dell,farm,all","booting","09-01-2010 12:54:59",,,,,
"node1263","dell,farm,all","booting","09-01-2010 15:49:44",,,,,
"node1253","dell,farm,all","booting","09-01-2010 12:55:10",,,,,
"node1264","dell,farm,all","booting","09-01-2010 15:49:36",,,,,
"node1254","dell,farm,all","booting","09-01-2010 12:54:43",,,,,
"node1265","dell,farm,all","booting","09-01-2010 15:49:32",,,,,
"node1255","dell,farm,all","booting","09-01-2010 12:54:41",,,,,
"node1266","dell,farm,all","booting","09-01-2010 15:49:40",,,,,
"node1267","dell,farm,all","booting","09-01-2010 15:50:04",,,,,
"node1268","dell,farm,all","booting","09-01-2010 15:49:45",,,,,
"node1269","dell,farm,all","booting","09-01-2010 15:49:02",,,,,
"node1270","dell,farm,all","booting","09-01-2010 15:49:30",,,,,
"node1271","dell,farm,all","booting","09-01-2010 15:49:42",,,,,
"node1272","dell,farm,all","booting","09-01-2010 11:21:32",,,,,
"node1273","dell,farm,all","booting","09-01-2010 11:21:17",,,,,
"node1274","dell,farm,all","booting","09-01-2010 11:21:10",,,,,
"node1275","dell,farm,all","booting","09-01-2010 11:20:54",,,,,
"node1276","dell,farm,all","booting","09-01-2010 11:21:12",,,,,
"node1277","dell,farm,all","booting","09-01-2010 11:20:56",,,,,
"node1278","dell,farm,all","booting","09-01-2010 11:21:08",,,,,
"node1279","dell,farm,all","booting","09-01-2010 11:20:59",,,,,
"node1280","dell,farm,all","booting","09-01-2010 11:21:30",,,,,
"node1281","dell,farm,all","booting","09-01-2010 11:20:52",,,,,
"node1282","dell,farm,all","booting","09-01-2010 11:21:04",,,,,
"node1283","dell,farm,all","booting","09-01-2010 11:21:15",,,,,
"node1284","dell,farm,all","booting","09-01-2010 11:21:19",,,,,
"node1285","dell,farm,all","booting","09-01-2010 11:21:06",,,,,
"node1286","dell,farm,all","booting","09-01-2010 11:21:01",,,,,
"node1287","dell,farm,all","booting","09-01-2010 11:21:35",,,,,
"node1047","dell,farm,all",,,,,,,
