skipped special files,20412
skipped duplicate hardlinks,457
skipped snapshot dirs,0
total capacity used,12.70 TB
total user data,31.05 TB
percent overhead,-1.446024

histogram,file size
count,2447555,items
average,13622.699245,KB
min,0,KB
max,880010254,KB
average,81.696419,days
min,0,days
max,1363,days
bucket min,bucket max,count,val count
0,2,195799241,194509592.031580
2,4,164539598,579258759.311323
4,8,493025393,2870246928.114292
8,16,3170140179,35203565944.366417
16,32,1830064368,41278918382.968803
32,64,2610970975,142313528454.360138
64,128,24877765893,2501506932193.403320

-------------------------------------------------------
stats for user 2228
histogram,file size
count,781565,items
average,16502.372291,KB
min,0,KB
max,119882165,KB
bucket min,bucket max,count,val count
0,2,296914,180401.523438
2,4,116707,362794.812500
4,8,42232,233953.096680
8,16,49558,582458.009766
16,32,24851,571435.792969
32,64,42324,1965041.146484
64,128,29093,2546445.071289
128,256,31327,5447829.082031
256,512,18307,6982985.068359
512,1024,16551,11949958.510742
1024,2048,18636,26897620.807617
2048,4096,17379,52535869.881836
4096,8192,18555,110254720.116211
8192,16384,23872,283941571.626953
16384,32768,8684,197350590.725586
32768,65536,8554,381263824.804688
65536,131072,4808,448771892.495117
131072,262144,5307,950774781.822266
262144,524288,3483,1305938788.129883
524288,1048576,2240,1660932100.148438
1048576,2097152,988,1458259572.894531
2097152,4194304,774,2266568728.347656
4194304,8388608,291,1618312696.604492
8388608,16777216,107,1205356432.032227
16777216,33554432,14,321397100.148438
33554432,67108864,5,188542063.404297
67108864,134217728,4,389754943.775391

histogram,capacity used
count,781565,items
average,8933.119247,KB
min,0,KB
max,60649623,KB
bucket min,bucket max,count,val count
0,2,173610,243494.000000
2,4,210986,632958.000000
4,8,85523,373215.500000
8,16,59529,619499.500000
16,32,26621,580624.000000
32,64,44465,1915438.000000
64,128,20264,1976411.000000
128,256,32975,6021148.000000
256,512,18012,6634626.000000
512,1024,16468,12201639.500000
1024,2048,23119,34684417.000000
2048,4096,23640,69164762.500000
4096,8192,12809,72096019.500000
8192,16384,7548,85860067.000000
16384,32768,7812,187713939.500000
32768,65536,5775,262598964.500000
65536,131072,4442,418821175.000000
131072,262144,3496,651787521.500000
262144,524288,1924,701931677.000000
524288,1048576,1173,824249967.000000
1048576,2097152,835,1219697345.000000
2097152,4194304,401,1194826200.000000
4194304,8388608,100,569526557.500000
8388608,16777216,25,262230931.000000
16777216,33554432,8,179281228.500000
33554432,67108864,5,216143518.500000

histogram,directory size (entries)
count,39591,items
average,21.040742,ents
min,0,ents
max,36527,ents
bucket min,bucket max,count,val count
0,1,13824,10417
2,3,2015,5150
4,7,8635,46658
8,15,9938,99114
16,31,2747,57832
32,63,1163,53332
64,127,754,71878
128,255,306,49550
256,511,82,29067
512,1023,64,44615
1024,2047,27,37031
2048,4095,10,31105
4096,8191,10,66442
8192,16383,11,122928
16384,32767,4,71378
32768,65535,1,36527

histogram,directory size
count,39591,items
average,0.022501,KB
min,0,KB
max,35,KB
bucket min,bucket max,count,val count
0,2,39555,570.072266
2,4,10,30.395508
4,8,10,64.904297
8,16,11,120.068359
16,32,4,69.712891
32,64,1,35.672852

histogram,filename length
count,831493,items
average,18.119170,chars
min,1,chars
max,130,chars
bucket min,bucket max,count,val count
0,7,71447,252578
8,15,207389,2617903
16,23,403393,7553097
24,31,98201,2603944
32,39,29891,1025884
40,47,13505,580945
48,55,4599,233411
56,63,1692,101060
64,71,898,60695
72,79,441,33134
80,87,30,2538
88,95,1,88
96,103,2,198
104,111,1,106
120,127,2,252
127,-1,1,130.000000

histogram,mtime (files)
count,781565,items
average,802.808835,days
min,-1501,days
max,3026,days
bucket min,bucket max,count,val count
-1,0,1,-1501.900544
0,2,394,191.861053
2,4,834,2495.238403
4,8,1199,8050.054329
8,16,9361,99286.703449
16,32,87,1803.437326
32,64,792,40874.969248
64,128,15647,1500347.039201
128,256,127696,26291857.524398
256,512,188949,66697602.873332
512,1024,192437,146395582.399519
1024,2048,157162,187704358.003445
2048,4096,87006,198706339.235430

histogram,mtime (KB)
count,12897676599,items
average,351.537841,days
min,-1501,days
max,3026,days
bucket min,bucket max,count,val count
0,2,2891929,791684.363698
2,4,159861,502096.130990
4,8,12586456,92414839.272441
8,16,304770220,3331710550.219445
16,32,14362138,231875216.031137
32,64,26995220,1403681948.605555
64,128,1681132457,183604881339.794525
128,256,5191309355,991124642735.519409
256,512,2969709374,1141428810575.186035
512,1024,2249599945,1613099378505.944092
1024,2048,391560061,480083904236.856812
2048,4096,52599577,119618793049.801910

histogram,ctime (files)
count,781565,items
average,131.685403,days
min,0,days
max,136,days
bucket min,bucket max,count,val count
0,2,394,191.860741
2,4,1330,3979.677211
4,8,1649,11299.706285
8,16,15179,160820.022407
16,32,15,295.942257
32,64,676,35494.493310
64,128,14112,1395131.389630
128,256,748210,101313488.565139

histogram,ctime (KB)
count,12897676599,items
average,127.485298,days
min,0,days
max,136,days
bucket min,bucket max,count,val count
0,2,2891929,791679.024860
2,4,7427100,22255159.124981
4,8,19052653,138290385.777836
8,16,341087539,3809651361.534716
16,32,2393051,38823260.768434
32,64,47177615,2611117798.513983
64,128,1639049831,177704983593.278229
128,256,10838596880,1459938237549.164307

histogram,atime (files)
count,781565,items
average,117.389300,days
min,0,days
max,1363,days
bucket min,bucket max,count,val count
0,2,564,220.548542
2,4,2552,7611.893715
4,8,4388,25749.327014
8,16,13412,140763.983889
16,32,624,11022.813947
32,64,1861,103941.465787
64,128,742471,81377643.558373
128,256,2013,412840.226551
256,512,2428,866136.679745
512,1024,10142,7381965.541620
1024,2048,1110,1419472.241736

histogram,atime (KB)
count,12897676599,items
average,102.733064,days
min,0,days
max,1363,days
bucket min,bucket max,count,val count
0,2,4258797,1190189.909468
2,4,14815207,44370396.557847
4,8,123784395,823252631.357557
8,16,282304931,3125969984.995056
16,32,24802595,440551407.562218
32,64,160825729,9345661986.023727
64,128,12286884942,1311236836551.178467

-------------------------------------------------------
stats for user 2322
histogram,file size
count,1086,items
average,904.126019,KB
min,0,KB
max,85756,KB
bucket min,bucket max,count,val count
0,2,320,110.311523
2,4,48,135.378906
4,8,70,386.459961
8,16,83,951.369141
16,32,41,992.316406
32,64,55,2599.230469
64,128,81,7741.571289
128,256,83,15781.678711
256,512,128,46906.098633
512,1024,27,20565.911133
1024,2048,87,123280.253906
2048,4096,16,45096.922852
4096,8192,11,63694.445312
8192,16384,25,295323.588867
16384,32768,8,195101.133789
32768,65536,2,77457.291016
65536,131072,1,85756.894531

histogram,capacity used
count,1086,items
average,707.718692,KB
min,0,KB
max,49564,KB
bucket min,bucket max,count,val count
0,2,265,334.500000
2,4,122,366.000000
4,8,113,499.000000
8,16,78,846.500000
16,32,42,858.500000
32,64,52,2378.500000
64,128,110,10194.500000
128,256,99,18112.500000
256,512,75,27446.000000
512,1024,42,28805.500000
1024,2048,29,40653.000000
2048,4096,9,22499.500000
4096,8192,16,82655.000000
8192,16384,23,266400.500000
16384,32768,10,216968.500000
32768,65536,1,49564.500000

histogram,directory size (entries)
count,84,items
average,14.035714,ents
min,1,ents
max,172,ents
bucket min,bucket max,count,val count
0,1,21,21
2,3,8,16
4,7,10,49
8,15,39,388
16,31,1,18
32,63,1,41
128,255,4,646

histogram,directory size
count,84,items
average,0.015660,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,84,1.315430

histogram,filename length
count,1185,items
average,16.627004,chars
min,3,chars
max,62,chars
bucket min,bucket max,count,val count
0,7,64,321
8,15,456,5679
16,23,560,10626
24,31,86,2251
32,39,9,316
40,47,5,204
56,63,5,306

histogram,mtime (files)
count,1086,items
average,1830.777353,days
min,105,days
max,2040,days
bucket min,bucket max,count,val count
64,128,1,105.843542
128,256,2,273.877199
1024,2048,1083,1987844.484641

histogram,mtime (KB)
count,981880,items
average,1863.352771,days
min,105,days
max,2040,days
bucket min,bucket max,count,val count
64,128,0,16.434691
128,256,19,2654.388406
1024,2048,981861,1829587743.405904

histogram,ctime (files)
count,1086,items
average,130.131752,days
min,105,days
max,136,days
bucket min,bucket max,count,val count
64,128,1,105.843542
128,256,1085,141217.238692

histogram,ctime (KB)
count,981880,items
average,130.139307,days
min,105,days
max,136,days
bucket min,bucket max,count,val count
64,128,0,16.434691
128,256,981880,127781278.155638

histogram,atime (files)
count,1086,items
average,145.601535,days
min,105,days
max,529,days
bucket min,bucket max,count,val count
64,128,1023,124794.850150
512,1024,63,33328.417326

histogram,atime (KB)
count,981880,items
average,119.973861,days
min,105,days
max,529,days
bucket min,bucket max,count,val count
64,128,981880,117800037.869542

-------------------------------------------------------
stats for user 2397
histogram,file size
count,6,items
average,17442.509440,KB
min,2,KB
max,70938,KB
bucket min,bucket max,count,val count
2,4,1,2.242188
1024,2048,1,1241.871094
4096,8192,2,11957.328125
16384,32768,1,20515.483398
65536,131072,1,70938.131836

histogram,capacity used
count,6,items
average,17464.750000,KB
min,3,KB
max,71000,KB
bucket min,bucket max,count,val count
2,4,1,3.000000
1024,2048,1,1254.500000
4096,8192,2,11985.000000
16384,32768,1,20546.000000
65536,131072,1,71000.000000

histogram,directory size (entries)
count,0,items
average,0.000000,ents
min,0,ents
max,0,ents
bucket min,bucket max,count,val count

histogram,directory size
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count

histogram,filename length
count,6,items
average,29.500000,chars
min,17,chars
max,39,chars
bucket min,bucket max,count,val count
16,23,1,17
24,31,4,121
32,39,1,39

histogram,mtime (files)
count,6,items
average,91.942269,days
min,19,days
max,261,days
bucket min,bucket max,count,val count
16,32,4,87.836597
128,256,1,201.858125
256,512,1,261.958889

histogram,mtime (KB)
count,104655,items
average,44.528624,days
min,19,days
max,261,days
bucket min,bucket max,count,val count
16,32,92697,1850618.610611
128,256,5371,1084180.383629
256,512,6586,1725346.685844

histogram,ctime (files)
count,6,items
average,21.293956,days
min,19,days
max,27,days
bucket min,bucket max,count,val count
16,32,6,127.763738

histogram,ctime (KB)
count,104655,items
average,19.963962,days
min,19,days
max,27,days
bucket min,bucket max,count,val count
16,32,104655,2089329.581877

histogram,atime (files)
count,6,items
average,18.467679,days
min,3,days
max,27,days
bucket min,bucket max,count,val count
2,4,1,3.193113
16,32,5,107.612963

histogram,atime (KB)
count,104655,items
average,19.072659,days
min,3,days
max,27,days
bucket min,bucket max,count,val count
2,4,5371,17150.218447
16,32,99284,1978899.972062

-------------------------------------------------------
stats for user 2899
histogram,file size
count,216,items
average,19018.352806,KB
min,0,KB
max,1071252,KB
bucket min,bucket max,count,val count
0,2,27,20.591797
2,4,3,8.986328
4,8,12,71.694336
8,16,77,1018.843750
16,32,11,204.913086
32,64,6,347.951172
64,128,10,890.788086
128,256,10,1875.232422
256,512,7,2309.508789
512,1024,10,7760.407227
1024,2048,8,11454.508789
2048,4096,4,10446.190430
4096,8192,1,6381.994141
8192,16384,7,72787.777344
16384,32768,1,16513.311523
32768,65536,7,334740.850586
65536,131072,6,555684.978516
131072,262144,6,1157398.033203
262144,524288,2,856795.180664
1048576,2097152,1,1071252.463867

histogram,capacity used
count,216,items
average,9943.655093,KB
min,0,KB
max,576395,KB
bucket min,bucket max,count,val count
0,2,17,24.500000
2,4,12,36.000000
4,8,77,324.500000
8,16,14,136.500000
16,32,12,231.000000
32,64,6,332.500000
64,128,14,1169.500000
128,256,12,2378.500000
256,512,9,3245.500000
512,1024,5,3290.000000
1024,2048,4,5644.500000
2048,4096,4,8842.000000
4096,8192,1,4769.500000
8192,16384,7,65077.500000
16384,32768,1,18111.000000
32768,65536,16,705106.000000
65536,131072,1,88776.500000
131072,262144,2,293104.500000
262144,524288,1,370834.500000
524288,1048576,1,576395.000000

histogram,directory size (entries)
count,12,items
average,18.333333,ents
min,1,ents
max,40,ents
bucket min,bucket max,count,val count
0,1,1,1
8,15,6,72
16,31,4,107
32,63,1,40

histogram,directory size
count,12,items
average,0.019857,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,12,0.238281

histogram,filename length
count,228,items
average,19.035088,chars
min,3,chars
max,46,chars
bucket min,bucket max,count,val count
0,7,12,67
8,15,64,663
16,23,62,1197
24,31,84,2168
32,39,2,69
40,47,4,176

histogram,mtime (files)
count,216,items
average,95.480848,days
min,17,days
max,132,days
bucket min,bucket max,count,val count
16,32,18,325.080995
32,64,30,1364.112141
64,128,109,11314.089873
128,256,59,7620.580058

histogram,mtime (KB)
count,4107964,items
average,62.893004,days
min,17,days
max,132,days
bucket min,bucket max,count,val count
16,32,1470,26471.721553
32,64,3060992,140433525.475368
64,128,693640,72470963.299681
128,256,351860,45431249.118905

histogram,ctime (files)
count,216,items
average,95.378644,days
min,17,days
max,132,days
bucket min,bucket max,count,val count
16,32,19,343.185428
32,64,29,1323.950810
64,128,109,11314.089873
128,256,59,7620.561053

histogram,ctime (KB)
count,4107964,items
average,62.601670,days
min,17,days
max,132,days
bucket min,bucket max,count,val count
16,32,55731,1008937.837748
32,64,3006730,138254301.411194
64,128,693640,72470963.299681
128,256,351860,45431219.003081

histogram,atime (files)
count,216,items
average,91.817140,days
min,17,days
max,122,days
bucket min,bucket max,count,val count
16,32,29,521.627407
32,64,18,830.717419
64,128,169,18480.157442

histogram,atime (KB)
count,4107964,items
average,48.721832,days
min,17,days
max,122,days
bucket min,bucket max,count,val count
16,32,1750452,31647444.779288
32,64,1312010,58855171.701495
64,128,1045501,109644924.755398

-------------------------------------------------------
stats for user 3007
histogram,file size
count,24373,items
average,4848.489059,KB
min,0,KB
max,973157,KB
bucket min,bucket max,count,val count
0,2,13517,9255.995117
2,4,1232,3577.481445
4,8,1300,7351.217773
8,16,832,9470.619141
16,32,369,8144.525391
32,64,210,8620.353516
64,128,85,8010.017578
128,256,117,22327.856445
256,512,247,95974.278320
512,1024,3010,2894992.122070
1024,2048,105,157423.227539
2048,4096,45,139202.033203
4096,8192,70,450658.604492
8192,16384,32,378774.863281
16384,32768,2874,67293281.302734
32768,65536,151,6424203.052734
65536,131072,61,6380681.599609
131072,262144,50,9372082.734375
262144,524288,51,14654577.230469
524288,1048576,15,9853614.727539

histogram,capacity used
count,24373,items
average,1904.793091,KB
min,0,KB
max,275866,KB
bucket min,bucket max,count,val count
0,2,9554,11435.000000
2,4,4947,14841.000000
4,8,1897,9093.000000
8,16,793,7849.000000
16,32,317,6869.500000
32,64,392,22260.000000
64,128,2615,184273.000000
128,256,197,37517.500000
256,512,229,84399.500000
512,1024,83,56000.500000
1024,2048,45,65666.000000
2048,4096,73,238434.500000
4096,8192,104,546196.500000
8192,16384,2953,32072760.000000
16384,32768,51,1205268.500000
32768,65536,32,1600052.000000
65536,131072,69,6037485.000000
131072,262144,21,3949255.500000
262144,524288,1,275866.000000

histogram,directory size (entries)
count,3227,items
average,8.519368,ents
min,0,ents
max,2852,ents
bucket min,bucket max,count,val count
0,1,29,28
2,3,189,541
4,7,2883,17255
8,15,35,398
16,31,35,786
32,63,22,955
64,127,22,1873
128,255,7,1068
256,511,3,994
512,1023,1,742
2048,4095,1,2852

histogram,directory size
count,3227,items
average,0.010273,KB
min,0,KB
max,2,KB
bucket min,bucket max,count,val count
0,2,3226,30.363281
2,4,1,2.787109

histogram,filename length
count,27602,items
average,13.648830,chars
min,1,chars
max,51,chars
bucket min,bucket max,count,val count
0,7,3716,18736
8,15,14121,160075
16,23,8513,161952
24,31,963,25808
32,39,265,9138
40,47,22,924
48,55,2,102

histogram,mtime (files)
count,24373,items
average,243.695927,days
min,0,days
max,3001,days
bucket min,bucket max,count,val count
0,2,2,0.019919
2,4,31,98.686227
4,8,173,969.476597
8,16,28,327.032546
16,32,102,1811.418125
32,64,769,44769.687708
64,128,18615,1428006.831146
128,256,388,69867.975984
256,512,817,300101.942269
512,1024,1670,1194805.877211
1024,2048,1443,2035543.989537
2048,4096,335,863297.890544

histogram,mtime (KB)
count,118172223,items
average,70.742405,days
min,0,days
max,3001,days
bucket min,bucket max,count,val count
0,2,0,0.001599
2,4,12892,43561.862864
4,8,5418328,37606904.105963
8,16,411,4884.932550
16,32,1092,19128.145399
32,64,29389380,1761896896.990504
64,128,83139985,6332331740.607181
128,256,3062,549976.884507
256,512,17496,6213124.236838
512,1024,106952,86681728.205530
1024,2048,78943,125048848.113922
2048,4096,3677,9390579.568754

histogram,ctime (files)
count,24373,items
average,78.663134,days
min,0,days
max,96,days
bucket min,bucket max,count,val count
0,2,2,0.019919
2,4,32,97.781181
4,8,181,1008.866713
8,16,21,251.271250
16,32,114,1953.317118
32,64,755,44017.553391
64,128,23268,1869927.765810

histogram,ctime (KB)
count,118172223,items
average,68.962188,days
min,0,days
max,96,days
bucket min,bucket max,count,val count
0,2,0,0.001599
2,4,12907,43590.321806
4,8,5418341,37606967.605106
8,16,401,4783.744986
16,32,1155,19794.835609
32,64,29389300,1761891737.840633
64,128,83350118,6349848289.257168

histogram,atime (files)
count,24373,items
average,61.825385,days
min,0,days
max,96,days
bucket min,bucket max,count,val count
0,2,7,0.224120
2,4,4415,13351.343981
4,8,74,398.760185
8,16,23,234.210660
16,32,63,1437.748750
32,64,719,41748.691690
64,128,19072,1449699.139873

histogram,atime (KB)
count,118172223,items
average,67.260533,days
min,0,days
max,96,days
bucket min,bucket max,count,val count
0,2,18,0.744986
2,4,224485,831414.813935
4,8,5248649,26213937.273682
8,16,35,418.949876
16,32,339,7337.007772
32,64,30194757,1793704691.458874
64,128,82503937,6127568964.314548

-------------------------------------------------------
stats for user 3478
histogram,file size
count,45508,items
average,21940.637719,KB
min,0,KB
max,34415548,KB
bucket min,bucket max,count,val count
0,2,9697,5598.230469
2,4,944,2683.259766
4,8,1087,6360.344727
8,16,905,10816.549805
16,32,739,16142.827148
32,64,856,38596.217773
64,128,355,32278.141602
128,256,997,197242.449219
256,512,5377,2086582.470703
512,1024,6784,4968272.041992
1024,2048,3570,4968060.428711
2048,4096,2464,7741993.292969
4096,8192,3768,22738686.905273
8192,16384,3454,38186956.163086
16384,32768,1281,25331763.676758
32768,65536,1678,84005437.437500
65536,131072,444,34692916.796875
131072,262144,403,71016825.306641
262144,524288,296,110373788.834961
524288,1048576,296,210666269.783203
1048576,2097152,66,99799981.949219
2097152,4194304,36,98014918.881836
4194304,8388608,1,5269533.345703
8388608,16777216,5,58668741.018555
16777216,33554432,4,85218546.230469
33554432,67108864,1,34415548.750000

histogram,capacity used
count,45508,items
average,12023.275644,KB
min,0,KB
max,33925492,KB
bucket min,bucket max,count,val count
0,2,5809,8350.500000
2,4,4563,13689.000000
4,8,1483,7301.500000
8,16,1276,13510.000000
16,32,770,16505.500000
32,64,680,27977.500000
64,128,873,88889.000000
128,256,6264,1221721.000000
256,512,7004,2497320.000000
512,1024,2862,1948782.000000
1024,2048,1835,3016919.500000
2048,4096,3652,10808812.500000
4096,8192,3935,21955833.500000
8192,16384,1500,15458703.000000
16384,32768,1303,35033542.000000
32768,65536,678,25877364.000000
65536,131072,308,28363395.500000
131072,262144,330,57412703.500000
262144,524288,212,77181192.500000
524288,1048576,90,56647813.500000
1048576,2097152,69,95301016.500000
2097152,4194304,2,6322438.500000
4194304,8388608,5,32445782.500000
8388608,16777216,4,41560172.500000
33554432,67108864,1,33925492.500000

histogram,directory size (entries)
count,1350,items
average,33.782963,ents
min,0,ents
max,1928,ents
bucket min,bucket max,count,val count
0,1,175,102
2,3,106,253
4,7,269,1364
8,15,370,3696
16,31,144,3179
32,63,120,5038
64,127,113,10332
128,255,31,5597
256,511,15,4081
512,1023,1,558
1024,2047,6,11407

histogram,directory size
count,1350,items
average,0.034944,KB
min,0,KB
max,1,KB
bucket min,bucket max,count,val count
0,2,1350,47.174805

histogram,filename length
count,46866,items
average,17.631481,chars
min,1,chars
max,95,chars
bucket min,bucket max,count,val count
0,7,2953,14051
8,15,19106,232887
16,23,17385,328662
24,31,4344,114565
32,39,1329,46730
40,47,800,35280
48,55,498,25296
56,63,284,16860
64,71,89,5856
72,79,59,4484
80,87,17,1463
88,95,2,183

histogram,mtime (files)
count,45508,items
average,61.891807,days
min,0,days
max,3249,days
bucket min,bucket max,count,val count
0,2,80,103.585845
2,4,344,879.760799
4,8,22,131.871979
8,16,8726,90240.399421
16,32,14936,410822.239074
32,64,7335,364304.665741
64,128,11465,1117136.269144
128,256,2195,412359.192095
256,512,25,10232.718935
512,1024,157,128665.163565
1024,2048,214,254648.849028
2048,4096,9,27047.619826

histogram,mtime (KB)
count,998474541,items
average,75.991852,days
min,0,days
max,3249,days
bucket min,bucket max,count,val count
0,2,669241,941165.480374
2,4,4887586,12846144.836786
4,8,64510,379843.931913
8,16,62904894,652152643.689588
16,32,138017931,3663395548.841597
32,64,264973480,13290614254.716988
64,128,507471610,55676845557.453911
128,256,19480701,2575556784.871748
256,512,430,154408.967809
512,1024,3738,2380169.130559
1024,2048,348,452553.205921
2048,4096,67,210873.995678

histogram,ctime (files)
count,45508,items
average,49.499586,days
min,0,days
max,133,days
bucket min,bucket max,count,val count
0,2,80,103.585799
2,4,344,879.760451
4,8,22,131.871956
8,16,8726,90240.395197
16,32,14936,410822.222558
32,64,7337,364420.410833
64,128,14017,1379968.345938
128,256,46,6060.566898

histogram,ctime (KB)
count,998474541,items
average,75.970350,days
min,0,days
max,133,days
bucket min,bucket max,count,val count
0,2,669241,941164.340073
2,4,4887586,12846136.668046
4,8,64510,379843.742085
8,16,62904894,652152524.912741
16,32,138017931,3663393081.207509
32,64,265117064,13298660124.623131
64,128,507378900,55658363331.413536
128,256,19434411,2567723886.245056

histogram,atime (files)
count,45508,items
average,47.656064,days
min,0,days
max,122,days
bucket min,bucket max,count,val count
0,2,468,730.854456
2,4,652,1765.576852
4,8,193,1041.522512
8,16,8156,81060.076065
16,32,14943,406213.172315
32,64,7423,363310.824606
64,128,13673,1314610.136609

histogram,atime (KB)
count,998474541,items
average,72.934345,days
min,0,days
max,122,days
bucket min,bucket max,count,val count
0,2,4840325,8640460.587866
2,4,1446426,4113909.717210
4,8,375629,2059504.539914
8,16,63034691,626428263.711012
16,32,137214838,3559270613.314077
32,64,267560844,13156251517.478479
64,128,524001784,55466321994.189949

-------------------------------------------------------
stats for user 3899
histogram,file size
count,2044,items
average,97782.033873,KB
min,0,KB
max,20579170,KB
bucket min,bucket max,count,val count
0,2,1035,614.793945
2,4,132,347.066406
4,8,126,710.696289
