skipped special files,20412
skipped duplicate hardlinks,457
skipped snapshot dirs,0
total capacity used,12.70 TB
total user data,31.05 TB
percent overhead,-1.446024

histogram,file size
count,2447555,items
average,13622.699245,KB
min,0,KB
max,880010254,KB
128,256,311,62148.509664
512,1024,5,3756.752535

histogram,atime (KB)
count,94105254,items
average,37.735130,days
min,0,days
max,900,days
bucket min,bucket max,count,val count
0,2,32057283,58247340.056483
2,4,399670,977560.697637
4,8,172,1108.271326
8,16,6127,60367.484087
16,32,37738239,637991157.172249
32,64,1302,67843.052408
64,128,23902459,2853728632.801973

-------------------------------------------------------
stats for user 4520
histogram,file size
count,41414,items
average,73540.507916,KB
min,0,KB
max,880010254,KB
bucket min,bucket max,count,val count
0,2,19286,10086.913086
2,4,1371,3666.515625
4,8,956,5574.171875
8,16,723,8375.176758
16,32,801,18289.803711
32,64,939,42174.932617
64,128,468,42385.316406
128,256,696,136552.658203
256,512,2168,838434.621094
512,1024,2744,2003539.136719
1024,2048,1719,2406320.179688
2048,4096,1257,3820080.268555
4096,8192,1755,10404855.635742
8192,16384,1551,17318182.220703
16384,32768,941,20588756.566406
32768,65536,1295,59570985.798828
65536,131072,637,56375176.410156
131072,262144,659,121256364.492188
262144,524288,618,229546693.907227
524288,1048576,419,300019975.970703
1048576,2097152,163,235950455.477539
2097152,4194304,157,412846887.643555
4194304,8388608,73,429958850.346680
8388608,16777216,14,173013407.544922
16777216,33554432,1,20579170.974609
33554432,67108864,2,68831097.500000
536870912,1073741824,1,880010254.656250

histogram,capacity used
count,41414,items
average,34145.418711,KB
min,0,KB
max,169653599,KB
bucket min,bucket max,count,val count
0,2,11725,16775.500000
2,4,9169,27507.000000
4,8,1197,5708.000000
8,16,1086,11519.000000
16,32,841,18811.500000
32,64,538,22624.000000
64,128,695,68592.500000
128,256,2444,470966.500000
256,512,2867,1020553.000000
512,1024,1448,1025595.000000
1024,2048,1128,1760330.500000
2048,4096,1761,5160868.000000
4096,8192,1724,9704464.000000
8192,16384,889,9507422.000000
16384,32768,1170,30312224.500000
32768,65536,791,34754944.500000
65536,131072,550,53158535.500000
131072,262144,598,117296887.000000
262144,524288,319,119247633.000000
524288,1048576,208,140727757.500000
1048576,2097152,182,274568721.500000
2097152,4194304,40,133818966.500000
4194304,8388608,30,135324784.500000
8388608,16777216,11,108561595.000000
33554432,67108864,2,67850985.000000
134217728,268435456,1,169653599.500000

histogram,directory size (entries)
count,1902,items
average,22.914826,ents
min,0,ents
max,1958,ents
bucket min,bucket max,count,val count
0,1,273,150
2,3,77,179
4,7,521,2454
8,15,584,5729
16,31,147,3406
32,63,130,5124
64,127,142,12297
128,255,7,1061
256,511,12,3508
512,1023,6,4281
1024,2047,3,5395

histogram,directory size
count,1902,items
average,0.024331,KB
min,0,KB
max,1,KB
bucket min,bucket max,count,val count
0,2,1902,46.277344

histogram,filename length
count,43483,items
average,19.877400,chars
min,1,chars
max,129,chars
bucket min,bucket max,count,val count
0,7,3666,14527
8,15,13053,161226
16,23,15560,294022
24,31,5610,148756
32,39,2484,88041
40,47,1551,68145
48,55,832,42248
56,63,399,23588
64,71,160,10531
72,79,126,9582
80,87,39,3331
96,103,2,203
127,-1,1,129.000000

histogram,mtime (files)
count,41414,items
average,65.028628,days
min,0,days
max,204,days
bucket min,bucket max,count,val count
0,2,39,1.601806
2,4,26,81.841493
4,8,1567,10291.927245
8,16,1722,15452.642164
16,32,11389,306619.857303
32,64,10566,625378.497188
64,128,13671,1271369.010289
128,256,2434,463900.221389

histogram,mtime (KB)
count,3045606594,items
average,84.019050,days
min,0,days
max,204,days
bucket min,bucket max,count,val count
0,2,14876561,831127.077462
2,4,1146941,4011142.289922
4,8,158337861,955028864.683803
8,16,51545344,532720870.352227
16,32,127224745,3120871110.384793
32,64,364947402,20795678142.195480
64,128,2196451670,209677022689.884888
128,256,131076067,20802808904.706043

histogram,ctime (files)
count,41414,items
average,51.966512,days
min,0,days
max,133,days
bucket min,bucket max,count,val count
0,2,39,1.601806
2,4,26,81.841493
4,8,3546,19972.994687
8,16,1701,15269.059201
16,32,11940,312062.192743
32,64,11593,686888.248403
64,128,12425,1098896.722153
128,256,144,18968.480926

histogram,ctime (KB)
count,3045606594,items
average,74.637559,days
min,0,days
max,133,days
bucket min,bucket max,count,val count
0,2,14876561,831127.077462
2,4,1146941,4011142.289922
4,8,206567418,1197329890.123893
8,16,47379503,498964612.490997
16,32,146237219,3385162194.921443
32,64,543090911,31469318265.398811
64,128,2049102927,185883671221.559326
128,256,37205111,4877352717.048106

histogram,atime (files)
count,41414,items
average,48.090400,days
min,0,days
max,204,days
bucket min,bucket max,count,val count
0,2,70,20.951319
2,4,2167,8501.280324
4,8,2396,16425.940197
8,16,3391,41098.262512
16,32,9554,210141.439329
32,64,11645,682413.334850
64,128,12163,1027966.838067
128,256,28,5047.778368

histogram,atime (KB)
count,3045606594,items
average,69.253650,days
min,0,days
max,204,days
bucket min,bucket max,count,val count
0,2,16487756,1314133.339771
2,4,88378231,346660152.913105
4,8,147506302,862225193.331104
8,16,71814416,873355688.119968
16,32,119668242,2457539714.627376
32,64,524731556,29866873947.258823
64,128,2077020090,176511402918.631897

-------------------------------------------------------
stats for user 4589
histogram,file size
count,13845,items
average,172811.148021,KB
min,0,KB
max,100308636,KB
bucket min,bucket max,count,val count
0,2,7008,3190.897461
2,4,66,189.549805
4,8,394,2329.460938
8,16,115,1562.378906
16,32,561,11713.044922
32,64,19,889.218750
64,128,28,2691.282227
128,256,39,7797.860352
256,512,418,137094.057617
512,1024,935,647843.793945
1024,2048,327,521633.659180
2048,4096,213,644034.144531
4096,8192,87,484341.265625
8192,16384,293,4328869.125000
16384,32768,944,27950482.789062
32768,65536,91,4518914.911133
65536,131072,1296,105879635.821289
131072,262144,128,22097526.892578
262144,524288,748,250083097.604492
524288,1048576,59,43650918.564453
1048576,2097152,24,37527460.066406
2097152,4194304,17,48394376.847656
4194304,8388608,9,59158643.483398
16777216,33554432,3,96831762.850586
67108864,134217728,23,1689683344.787109

histogram,capacity used
count,13845,items
average,36229.130444,KB
min,0,KB
max,54700955,KB
bucket min,bucket max,count,val count
0,2,6277,9304.500000
2,4,920,2760.000000
4,8,622,2672.500000
8,16,208,2716.000000
16,32,148,2720.500000
32,64,19,870.000000
64,128,29,2686.000000
128,256,338,67196.000000
256,512,884,367389.000000
512,1024,216,132353.500000
1024,2048,414,685216.500000
2048,4096,75,179545.500000
4096,8192,117,664977.500000
8192,16384,707,8537917.500000
16384,32768,1794,48252508.000000
32768,65536,120,5928118.000000
65536,131072,398,45032801.500000
131072,262144,433,83223800.000000
262144,524288,39,14705690.000000
524288,1048576,48,33002027.500000
1048576,2097152,27,39949107.500000
2097152,4194304,2,5114898.500000
4194304,8388608,4,18827988.000000
16777216,33554432,3,54283871.500000
33554432,67108864,3,142613175.500000

histogram,directory size (entries)
count,177,items
average,79.672316,ents
min,0,ents
max,5137,ents
bucket min,bucket max,count,val count
0,1,32,22
2,3,22,50
4,7,22,121
8,15,32,358
16,31,26,545
32,63,18,841
64,127,13,1201
128,255,2,380
256,511,4,1552
512,1023,4,2663
1024,2047,1,1232
4096,8191,1,5137

histogram,directory size
count,177,items
average,0.079758,KB
min,0,KB
max,5,KB
bucket min,bucket max,count,val count
0,2,176,9.098633
4,8,1,5.018555

histogram,filename length
count,14099,items
average,16.510958,chars
min,1,chars
max,52,chars
bucket min,bucket max,count,val count
0,7,593,3817
8,15,6948,64538
16,23,3588,66647
24,31,1767,46004
32,39,526,17636
40,47,47,1931
48,55,630,32215

histogram,mtime (files)
count,13845,items
average,74.105027,days
min,0,days
max,124,days
bucket min,bucket max,count,val count
0,2,221,129.398009
2,4,228,653.611424
4,8,38,212.154016
8,16,1392,17306.733866
16,32,1799,53595.458762
32,64,803,34589.862882
64,128,9364,919496.876424

histogram,mtime (KB)
count,2392570344,items
average,41.846494,days
min,0,days
max,124,days
bucket min,bucket max,count,val count
0,2,24665374,21233355.651695
2,4,24705781,77310127.521569
4,8,2753961,14354660.698122
8,16,1127221835,13926995661.588007
16,32,466819757,9922135691.616423
32,64,9013867,505832511.928348
64,128,737389766,75652817980.100906

histogram,ctime (files)
count,13845,items
average,74.022149,days
min,0,days
max,124,days
bucket min,bucket max,count,val count
0,2,221,127.147049
2,4,233,667.196574
4,8,34,194.580486
8,16,1393,17324.175069
16,32,1800,53648.283160
32,64,808,34144.542917
64,128,9356,918730.723681

histogram,ctime (KB)
count,2392570344,items
average,41.597723,days
min,0,days
max,124,days
bucket min,bucket max,count,val count
0,2,24665374,20874251.748085
2,4,24705783,77305329.576505
4,8,2753960,14354656.029251
8,16,1127221841,13926995750.933903
16,32,466819763,9876998199.221584
32,64,9030220,506280673.025108
64,128,737373400,75102670624.556335

histogram,atime (files)
count,13845,items
average,72.886865,days
min,0,days
max,122,days
bucket min,bucket max,count,val count
0,2,382,422.182986
2,4,99,284.510625
4,8,28,154.647072
8,16,1458,17457.804387
16,32,1752,51394.574201
32,64,798,33773.696701
64,128,9328,905631.224688

histogram,atime (KB)
count,2392570344,items
average,37.516298,days
min,0,days
max,122,days
bucket min,bucket max,count,val count
0,2,112599741,120713304.019040
2,4,15092932,45528674.946868
4,8,867069,4332114.057288
8,16,1127905985,13580716496.532358
16,32,464483714,9684208701.207012
32,64,9029336,499634209.717572
64,128,662591563,65825248320.183891

