#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,811.29 GB
total user data,692.48 GB
percent overhead,0.146443

histogram,file size
count,56533,items
average,12844.193176,KB
min,0,KB
max,2966105,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
average,2202.520906,KB
min,1,KB
max,495567,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2485,0.043934,0.043934,61199.138672,0.000491,0.000491
2,4,822,0.014533,0.058467,17882.344727,0.000144,0.000635
4,8,832,0.014710,0.073176,16479.081055,0.000132,0.000767
8,16,37619,0.665093,0.738270,1371590.663086,0.011010,0.011777
16,32,3232,0.057141,0.795410,209594.558594,0.001682,0.013459
32,64,132,0.002334,0.797744,12224.738281,0.000098,0.013557
64,128,18,0.000318,0.798062,3855.546875,0.000031,0.013588
128,256,14,0.000248,0.798310,9604.096680,0.000077,0.013665
256,512,1,0.000018,0.798327,262.040039,0.000002,0.013668
512,1024,51,0.000902,0.799229,13400.717773,0.000108,0.013775
1024,2048,835,0.014763,0.813992,378394.355469,0.003037,0.016813
2048,4096,1726,0.030515,0.844507,1104093.613281,0.008863,0.025675
4096,8192,1072,0.018953,0.863460,1145019.938477,0.009191,0.034866
8192,16384,1971,0.034847,0.898306,4290716.178711,0.034442,0.069308
16384,32768,2454,0.043386,0.941692,8608619.211914,0.069102,0.138410
32768,65536,3,0.000053,0.941745,22615.395508,0.000182,0.138591
65536,131072,764,0.013507,0.955253,13384009.420898,0.107434,0.246025
131072,262144,2444,0.043209,0.998462,76812055.200195,0.616573,0.862598
262144,524288,6,0.000106,0.998568,410791.060547,0.003297,0.865896
524288,1048576,39,0.000690,0.999257,5405234.305664,0.043388,0.909284
1048576,2097152,35,0.000619,0.999876,8347964.902344,0.067009,0.976293
2097152,4194304,7,0.000124,1.000000,2953380.968750,0.023707,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,28,items
average,2020.035714,ents
min,0,ents
max,5600,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,4,0.142857,0.142857,3.000000,0.000053,0.000053
2,3,1,0.035714,0.178571,3.000000,0.000053,0.000106
8,15,2,0.071429,0.250000,19.000000,0.000336,0.000442
16,31,7,0.250000,0.500000,154.000000,0.002723,0.003165
32,63,1,0.035714,0.535714,56.000000,0.000990,0.004155
512,1023,2,0.071429,0.607143,1654.000000,0.029243,0.033398
1024,2047,1,0.035714,0.642857,1633.000000,0.028871,0.062269
2048,4095,1,0.035714,0.678571,3231.000000,0.057124,0.119393
4096,8191,9,0.321429,1.000000,49808.000000,0.880607,1.000000

histogram,directory size
count,28,items
average,72.380859,KB
min,0,KB
max,202,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,14,0.500000,0.500000,6.295898,0.003107,0.003107
2,4,1,0.035714,0.535714,2.818359,0.001391,0.004497
16,32,2,0.071429,0.607143,61.189453,0.030192,0.034689
32,64,1,0.035714,0.642857,54.133789,0.026711,0.061400
64,128,1,0.035714,0.678571,107.966797,0.053273,0.114673
128,256,9,0.321429,1.000000,1794.259766,0.885327,1.000000

histogram,filename length
count,56562,items
average,18.692196,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,22,0.000389,0.000389,117.000000,0.000111,0.000111
8,15,228,0.004031,0.004420,2866.000000,0.002711,0.002821
16,23,56223,0.994007,0.998427,1051179.000000,0.994241,0.997062
24,31,27,0.000477,0.998904,706.000000,0.000668,0.997730
32,39,33,0.000583,0.999487,1173.000000,0.001109,0.998839
40,47,25,0.000442,0.999929,1018.000000,0.000963,0.999802
48,55,3,0.000053,0.999982,147.000000,0.000139,0.999941
56,63,1,0.000018,1.000000,62.000000,0.000059,1.000000

histogram,link count
count,56533,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,56533,1.000000,1.000000,56533.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,56533,items
average,13.330515,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2,0.000035,0.000035,2.299120,0.000003,0.000003
2,4,1,0.000018,0.000053,3.545914,0.000005,0.000008
4,8,2473,0.043744,0.043797,17675.156481,0.023454,0.023462
8,16,53953,0.954363,0.998160,732060.728345,0.971400,0.994862
16,32,82,0.001450,0.999611,1395.052141,0.001851,0.996713
32,64,2,0.000035,0.999646,117.144838,0.000155,0.996868
64,128,7,0.000124,0.999770,638.181759,0.000847,0.997715
128,256,13,0.000230,1.000000,1721.868322,0.002285,1.000000

histogram,mtime (KB)
count,726120772,items
average,13.441993,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,125,0.000000,0.000000,145.121127,0.000000,0.000000
2,4,58,0.000000,0.000000,208.668749,0.000000,0.000000
4,8,41151,0.000057,0.000057,293761.986701,0.000030,0.000030
8,16,725554909,0.999221,0.999278,9751287185.010704,0.999055,0.999085
16,32,524507,0.000722,1.000000,8926773.483013,0.000915,1.000000
32,64,2,0.000000,1.000000,134.996562,0.000000,1.000000
64,128,8,0.000000,1.000000,845.756186,0.000000,1.000000
128,256,7,0.000000,1.000000,1089.635346,0.000000,1.000000

histogram,ctime (files)
count,56533,items
average,13.293216,days
min,0,days
max,17,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2,0.000035,0.000035,2.299120,0.000003,0.000003
2,4,1,0.000018,0.000053,3.545914,0.000005,0.000008
4,8,2473,0.043744,0.043797,17675.155799,0.023520,0.023527
8,16,53953,0.954363,0.998160,732060.522697,0.974125,0.997653
16,32,104,0.001840,1.000000,1763.851539,0.002347,1.000000

histogram,ctime (KB)
count,726120772,items
average,13.441940,days
min,0,days
max,17,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,125,0.000000,0.000000,145.121127,0.000000,0.000000
2,4,58,0.000000,0.000000,208.668749,0.000000,0.000000
4,8,41151,0.000057,0.000057,293761.979580,0.000030,0.000030
8,16,725554909,0.999221,0.999278,9751280715.942711,0.999058,0.999088
16,32,524526,0.000722,1.000000,8897302.815954,0.000912,1.000000

histogram,atime (files)
count,56533,items
average,13.330515,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2,0.000035,0.000035,2.299120,0.000003,0.000003
2,4,1,0.000018,0.000053,3.545914,0.000005,0.000008
4,8,2473,0.043744,0.043797,17675.156481,0.023454,0.023462
8,16,53953,0.954363,0.998160,732060.728356,0.971400,0.994862
16,32,82,0.001450,0.999611,1395.052141,0.001851,0.996713
32,64,2,0.000035,0.999646,117.144838,0.000155,0.996868
64,128,7,0.000124,0.999770,638.181759,0.000847,0.997715
128,256,13,0.000230,1.000000,1721.868322,0.002285,1.000000

histogram,atime (KB)
count,726120772,items
average,13.441993,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,125,0.000000,0.000000,145.121127,0.000000,0.000000
2,4,58,0.000000,0.000000,208.668749,0.000000,0.000000
4,8,41151,0.000057,0.000057,293761.986701,0.000030,0.000030
8,16,725554909,0.999221,0.999278,9751287185.010855,0.999055,0.999085
16,32,524507,0.000722,1.000000,8926773.483013,0.000915,1.000000
32,64,2,0.000000,1.000000,134.996562,0.000000,1.000000
64,128,8,0.000000,1.000000,845.756186,0.000000,1.000000
128,256,7,0.000000,1.000000,1089.635346,0.000000,1.000000

