#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.27 TB
total user data,1.06 TB
percent overhead,0.159676

histogram,file size
count,486505,items
average,2347.345715,KB
min,0,KB
max,41517208,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16384,32768,3715,0.007636,0.963963,97537716.500000,0.071776,0.181996
32768,65536,10503,0.021589,0.985552,459030066.500000,0.337792,0.519787
65536,131072,6945,0.014275,0.999827,543880289.500000,0.400231,0.920019
131072,262144,2,0.000004,0.999831,362523.000000,0.000267,0.920285
262144,524288,32,0.000066,0.999897,13291728.000000,0.009781,0.930067
524288,1048576,34,0.000070,0.999967,27664355.000000,0.020358,0.950424
1048576,2097152,15,0.000031,0.999998,18900566.500000,0.013909,0.964333
33554432,67108864,1,0.000002,1.000000,48468601.500000,0.035667,1.000000

histogram,positive overhead
count,486553,items
average,445.997702,KB
min,1,KB
max,6951392,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,24109,0.049551,0.049551,601178.537109,0.002770,0.002770
2,4,2676,0.005500,0.055051,58289.511719,0.000269,0.003039
4,8,5293,0.010879,0.065929,104840.972656,0.000483,0.003522
8,16,364330,0.748798,0.814727,13307690.772461,0.061325,0.064847
16,32,7990,0.016422,0.831149,422263.330078,0.001946,0.066793
32,64,2669,0.005486,0.836634,273751.479492,0.001262,0.068055
64,128,7,0.000014,0.836649,2093.871094,0.000010,0.068065
128,256,702,0.001443,0.838092,185945.159180,0.000857,0.068921
256,512,11706,0.024059,0.862151,3063726.563477,0.014118,0.083040
512,1024,14156,0.029094,0.891245,3729613.160156,0.017187,0.100227
1024,2048,4809,0.009884,0.901129,1987733.252930,0.009160,0.109387
2048,4096,26779,0.055038,0.956167,17623528.317383,0.081214,0.190601
4096,8192,62,0.000127,0.956295,61418.043945,0.000283,0.190884
8192,16384,295,0.000606,0.956901,794532.718750,0.003661,0.194545
16384,32768,7187,0.014771,0.971672,33502046.667969,0.154386,0.348931
32768,65536,9825,0.020193,0.991865,79211290.766602,0.365026,0.713958
65536,131072,3875,0.007964,0.999829,46493596.232422,0.214255,0.928213
131072,262144,1,0.000002,0.999831,33540.187500,0.000155,0.928367
262144,524288,34,0.000070,0.999901,2067380.094727,0.009527,0.937894
524288,1048576,40,0.000082,0.999984,5079242.716797,0.023406,0.961301
1048576,2097152,7,0.000014,0.999998,1446425.215820,0.006666,0.967966
33554432,67108864,1,0.000002,1.000000,6951392.538086,0.032034,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,47,items
average,10352.170213,ents
min,0,ents
max,34650,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,6,0.127660,0.127660,3.000000,0.000006,0.000006
2,3,1,0.021277,0.148936,2.000000,0.000004,0.000010
4,7,1,0.021277,0.170213,4.000000,0.000008,0.000018
8,15,6,0.127660,0.297872,61.000000,0.000125,0.000144
16,31,4,0.085106,0.382979,78.000000,0.000160,0.000304
32,63,4,0.085106,0.468085,165.000000,0.000339,0.000643
2048,4095,2,0.042553,0.510638,5334.000000,0.010963,0.011606
4096,8191,4,0.085106,0.595745,21275.000000,0.043726,0.055332
8192,16383,3,0.063830,0.659574,37230.000000,0.076518,0.131850
16384,32767,8,0.170213,0.829787,145200.000000,0.298426,0.430277
32768,65535,8,0.170213,1.000000,277200.000000,0.569723,1.000000

histogram,directory size
count,47,items
average,372.130111,KB
min,0,KB
max,1251,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,21,0.446809,0.446809,9.959961,0.000569,0.000569
2,4,1,0.021277,0.468085,3.037109,0.000174,0.000743
64,128,2,0.042553,0.510638,197.751953,0.011306,0.012050
128,256,4,0.085106,0.595745,747.552734,0.042741,0.054791
256,512,2,0.042553,0.638298,708.206055,0.040492,0.095283
512,1024,9,0.191489,0.829787,5810.169922,0.332197,0.427480
1024,2048,8,0.170213,1.000000,10013.437500,0.572520,1.000000

histogram,filename length
count,486553,items
average,18.809881,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,38,0.000078,0.000078,198.000000,0.000022,0.000022
8,15,302,0.000621,0.000699,3787.000000,0.000414,0.000435
16,23,486035,0.998935,0.999634,9141975.000000,0.998904,0.999340
24,31,68,0.000140,0.999774,1803.000000,0.000197,0.999537
32,39,57,0.000117,0.999891,2044.000000,0.000223,0.999760
40,47,51,0.000105,0.999996,2086.000000,0.000228,0.999988
48,55,1,0.000002,0.999998,49.000000,0.000005,0.999993
56,63,1,0.000002,1.000000,62.000000,0.000007,1.000000

histogram,link count
count,486505,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,486505,1.000000,1.000000,486505.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,486505,items
average,66.353882,days
min,0,days
max,231,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4,0.000008,0.000008,2.030764,0.000000,0.000000
2,4,4,0.000008,0.000016,11.314954,0.000000,0.000000
4,8,4,0.000008,0.000025,27.401366,0.000001,0.000001
8,16,3,0.000006,0.000031,25.081354,0.000001,0.000002
32,64,301163,0.619034,0.619065,18991040.014514,0.588295,0.588297
64,128,185316,0.380913,0.999977,13288174.876933,0.411634,0.999931
128,256,11,0.000023,1.000000,2214.529132,0.000069,1.000000

histogram,mtime (KB)
count,1141995427,items
average,65.811772,days
min,0,days
max,231,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,125,0.000000,0.000000,102.290674,0.000000,0.000000
2,4,240,0.000000,0.000000,680.578482,0.000000,0.000000
4,8,206,0.000000,0.000001,1385.988508,0.000000,0.000000
8,16,1,0.000000,0.000001,11.348654,0.000000,0.000000
32,64,688475630,0.602871,0.602871,42879558398.390442,0.570535,0.570535
64,128,453519215,0.397129,1.000000,32277180233.427914,0.429465,1.000000
128,256,6,0.000000,1.000000,1396.243724,0.000000,1.000000

histogram,ctime (files)
count,486505,items
average,66.350797,days
min,0,days
max,77,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4,0.000008,0.000008,2.030764,0.000000,0.000000
2,4,4,0.000008,0.000016,11.314954,0.000000,0.000000
4,8,4,0.000008,0.000025,27.401366,0.000001,0.000001
8,16,4,0.000008,0.000033,33.441806,0.000001,0.000002
32,64,301162,0.619032,0.619065,18990978.985683,0.588320,0.588323
64,128,185327,0.380935,1.000000,13288941.110891,0.411677,1.000000

histogram,ctime (KB)
count,1141995427,items
average,65.811646,days
min,0,days
max,77,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,125,0.000000,0.000000,102.290674,0.000000,0.000000
2,4,240,0.000000,0.000000,680.578482,0.000000,0.000000
4,8,206,0.000000,0.000001,1385.988508,0.000000,0.000000
8,16,2,0.000000,0.000001,18.304811,0.000000,0.000000
32,64,688475629,0.602871,0.602871,42879556395.537605,0.570536,0.570536
64,128,453519222,0.397129,1.000000,32277040552.567673,0.429464,1.000000

histogram,atime (files)
count,486505,items
average,66.353882,days
min,0,days
max,231,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4,0.000008,0.000008,2.030764,0.000000,0.000000
2,4,4,0.000008,0.000016,11.314954,0.000000,0.000000
4,8,4,0.000008,0.000025,27.401366,0.000001,0.000001
8,16,3,0.000006,0.000031,25.081354,0.000001,0.000002
32,64,301163,0.619034,0.619065,18991040.014525,0.588295,0.588297
64,128,185316,0.380913,0.999977,13288174.876933,0.411634,0.999931
128,256,11,0.000023,1.000000,2214.529132,0.000069,1.000000

histogram,atime (KB)
count,1141995427,items
average,65.811772,days
min,0,days
max,231,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,125,0.000000,0.000000,102.290674,0.000000,0.000000
2,4,240,0.000000,0.000000,680.578482,0.000000,0.000000
4,8,206,0.000000,0.000001,1385.988508,0.000000,0.000000
8,16,1,0.000000,0.000001,11.348654,0.000000,0.000000
32,64,688475630,0.602871,0.602871,42879558398.390594,0.570535,0.570535
64,128,453519215,0.397129,1.000000,32277180233.427914,0.429465,1.000000
128,256,6,0.000000,1.000000,1396.243724,0.000000,1.000000

