#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,908.58 GB
total user data,775.94 GB
percent overhead,0.145989

histogram,file size
count,59694,items
average,13629.985937,KB
min,0,KB
max,3655183,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
512,1024,241,0.004035,0.816885,62976.538086,0.000453,0.013548
1024,2048,678,0.011353,0.828238,254277.744141,0.001828,0.015376
2048,4096,1744,0.029202,0.857439,1118634.693359,0.008043,0.023419
4096,8192,1244,0.020830,0.878269,1284000.789062,0.009232,0.032650
8192,16384,1650,0.027628,0.905897,3509896.553711,0.025235,0.057886
16384,32768,2401,0.040203,0.946100,10491953.680664,0.075435,0.133320
32768,65536,337,0.005643,0.951743,2469697.079102,0.017757,0.151077
65536,131072,412,0.006899,0.958642,7706856.391602,0.055411,0.206488
131072,262144,1230,0.020595,0.979237,36118221.160156,0.259682,0.466169
262144,524288,1170,0.019591,0.998828,56492886.824219,0.406171,0.872340
524288,1048576,22,0.000368,0.999196,3289634.784180,0.023652,0.895992
1048576,2097152,35,0.000586,0.999782,8254305.645508,0.059347,0.955339
2097152,4194304,13,0.000218,1.000000,6211764.928711,0.044661,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,27,items
average,2211.888889,ents
min,0,ents
max,6000,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,4,0.148148,0.148148,3.000000,0.000050,0.000050
2,3,1,0.037037,0.185185,3.000000,0.000050,0.000100
8,15,3,0.111111,0.296296,32.000000,0.000536,0.000636
16,31,5,0.185185,0.481481,108.000000,0.001808,0.002445
32,63,1,0.037037,0.518519,49.000000,0.000820,0.003265
512,1023,2,0.074074,0.592593,1654.000000,0.027695,0.030961
1024,2047,1,0.037037,0.629630,1633.000000,0.027344,0.058304
2048,4095,1,0.037037,0.666667,3231.000000,0.054102,0.112406
4096,8191,9,0.333333,1.000000,53008.000000,0.887594,1.000000

histogram,directory size
count,27,items
average,79.297852,KB
min,0,KB
max,216,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,13,0.481481,0.481481,5.398438,0.002521,0.002521
2,4,1,0.037037,0.518519,2.468750,0.001153,0.003674
16,32,2,0.074074,0.592593,61.189453,0.028579,0.032254
32,64,1,0.037037,0.629630,54.133789,0.025284,0.057538
64,128,1,0.037037,0.666667,107.966797,0.050427,0.107965
128,256,9,0.333333,1.000000,1909.884766,0.892035,1.000000

histogram,filename length
count,59722,items
average,18.711882,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,22,0.000368,0.000368,117.000000,0.000105,0.000105
8,15,226,0.003784,0.004153,2836.000000,0.002538,0.002642
16,23,59382,0.994307,0.998460,1111304.000000,0.994446,0.997088
24,31,21,0.000352,0.998811,539.000000,0.000482,0.997570
32,39,47,0.000787,0.999598,1710.000000,0.001530,0.999101
40,47,22,0.000368,0.999967,894.000000,0.000800,0.999901
48,55,1,0.000017,0.999983,49.000000,0.000044,0.999945
56,63,1,0.000017,1.000000,62.000000,0.000055,1.000000

histogram,link count
count,59694,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,59694,1.000000,1.000000,59694.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,59694,items
average,2.112473,days
min,0,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,9170,0.153617,0.153617,10265.220324,0.081404,0.081404
2,4,50458,0.845278,0.998894,113379.410613,0.899109,0.980513
4,8,41,0.000687,0.999581,227.936829,0.001808,0.982321
8,16,2,0.000034,0.999615,18.129907,0.000144,0.982465
16,32,2,0.000034,0.999648,46.413669,0.000368,0.982833
32,64,5,0.000084,0.999732,254.788727,0.002020,0.984853
64,128,4,0.000067,0.999799,368.441181,0.002922,0.987775
128,256,12,0.000201,1.000000,1541.598194,0.012225,1.000000

histogram,mtime (KB)
count,813628380,items
average,1.853148,days
min,0,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,416524444,0.511935,0.511935,616984835.280554,0.409203,0.409203
2,4,396858628,0.487764,0.999699,889390668.850766,0.589870,0.999073
4,8,245275,0.000301,1.000000,1396135.056801,0.000926,0.999999
8,16,1,0.000000,1.000000,12.920739,0.000000,0.999999
16,32,0,0.000000,1.000000,6.888039,0.000000,0.999999
32,64,20,0.000000,1.000000,815.245443,0.000001,0.999999
64,128,4,0.000000,1.000000,518.286525,0.000000,0.999999
128,256,6,0.000000,1.000000,797.646592,0.000001,1.000000

histogram,ctime (files)
count,59694,items
average,2.077566,days
min,0,days
max,5,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,9170,0.153617,0.153617,10265.199456,0.082772,0.082772
2,4,50458,0.845278,0.998894,113378.127153,0.914205,0.996977
4,8,66,0.001106,1.000000,374.922755,0.003023,1.000000

histogram,ctime (KB)
count,813628380,items
average,1.853089,days
min,0,days
max,5,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,416524444,0.511935,0.511935,616983818.491683,0.409215,0.409215
2,4,396858628,0.487764,0.999699,889376494.322424,0.589880,0.999094
4,8,245307,0.000301,1.000000,1365312.809188,0.000906,1.000000

histogram,atime (files)
count,59694,items
average,2.112473,days
min,0,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,9170,0.153617,0.153617,10265.220324,0.081404,0.081404
2,4,50458,0.845278,0.998894,113379.410613,0.899109,0.980513
4,8,41,0.000687,0.999581,227.936829,0.001808,0.982321
8,16,2,0.000034,0.999615,18.129907,0.000144,0.982465
16,32,2,0.000034,0.999648,46.413669,0.000368,0.982833
32,64,5,0.000084,0.999732,254.788727,0.002020,0.984853
64,128,4,0.000067,0.999799,368.441181,0.002922,0.987775
128,256,12,0.000201,1.000000,1541.598194,0.012225,1.000000

histogram,atime (KB)
count,813628380,items
average,1.853148,days
min,0,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,416524444,0.511935,0.511935,616984835.280554,0.409203,0.409203
2,4,396858628,0.487764,0.999699,889390668.850766,0.589870,0.999073
4,8,245275,0.000301,1.000000,1396135.056801,0.000926,0.999999
8,16,1,0.000000,1.000000,12.920739,0.000000,0.999999
16,32,0,0.000000,1.000000,6.888039,0.000000,0.999999
32,64,20,0.000000,1.000000,815.245443,0.000001,0.999999
64,128,4,0.000000,1.000000,518.286525,0.000000,0.999999
128,256,6,0.000000,1.000000,797.646592,0.000001,1.000000

